,text_label
RT @asialacap: &#8220;@ViriDoesItt: @asialacap her face so damn flawless.. I know her pussy taste like peaches and all my life goals&#8221; lmfaooooooo,bullying
RT @assholejaay: does being on my dick make any of yall hoes feel relevant ? if so re evaluate your WHOLE life .. thanks,bullying
RT @assjpg: @BigBrotherLeak pussies,bullying
RT @asvholejay: do i have time for these hoes ? no no no no no no \_ no no no &#8230;,bullying
"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.",nonbullying
RT @audizzle: Quote of last night @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down,nonbullying
RT @aurie_xo: Fuking bitches that don't move when you say excuse me is what's wrong in this world.,bullying
RT @austdun: bitch we them boys,bullying
RT @awhooker: Contrary to belief us queers don&#8217;t go around looking for things to be offended about. It&#8217;s just you cisheteros say the darne&#8230;,bullying
RT @awkwardposts: Flirting with bitches on Twitter like http://t.co/eV2QUYsbpO,bullying
RT @axelandrewsss: &#127919;&#8220;@TYRXNY: Basic tongue ring to suck dick with. And a basic costume. Recipe for a hoe &#8220;@Ohh_Kaila: Ready for work. http:&#8230;,bullying
RT @aychmoore: most teachers abuse their position there's teaching with discipline and there's being a cunt most are cunts,bullying
RT @ayooo_moee: walk like a big bitch now.,bullying
RT @ayoooitsjelly: some niggas act like straight up bitches,bullying
RT @b0ss561: If you're gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it,bullying
RT @b0ss561: Yall hoes be looking so bad in your avi's then I look at the rest of your pics and U ugly as shit,bullying
RT @b0ujib00ty: I feel like the main reason bitches still have stank pus in 2014 is because they genuinely don't know how to wash it prope&#8230;,bullying
"RT @b_kolinskyy: ""Drop that bitch"" -@j_hikes on the atomic bomb",bullying
RT @babiesdressup: What a silly little monkey &#128584; http://t.co/DMKLK4k147,nonbullying
"RT @babyjaypops: ""@BreadTruckkBri: Why everybody sayin I don't listen &#128557;&#128514;&#128557;""u don't bitch u gone learn one day",bullying
RT @babyyhogg: Ayy fag you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;,bullying
RT @backtoBRIality: &#8220;@OverlyLiked: ONLY REAL NIGGAS KNOW no matter how hungry you are you better let these bitches cool off! http://t.co/T&#8230;,bullying
RT @bad_boy_six: Damn faggots.... #tcot http://t.co/4gkgAM6aeo,bullying
RT @badblogger69: @wenchbucket that monkey is from hell,nonbullying
RT @baddiewhitt_: the older i get the less i give a fuck &#128514;&#9996; beef &#128074; ? bitch please &#9995; loosing friends? bitch bye &#128514;&#128075; drama ? ill pass &#128080;&#128683;,bullying
RT @badgalZolanski: Retweet if ur dick will choke a bitch &#128514;,bullying
RT @badlvck: bitches &lt;,bullying
RT @badnradbrad: @whattheflocka lol have u seen when ike and his kindergarten teacher start having a sexual relationship,nonbullying
RT @baeElectronica: bitch bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/DfOsx3XKQa,bullying
"RT @baeElectronica: this is genius &#128221; RT @PhilthyCleo: ""You fat"" ""Nigga so is this pussy since we statin facts"" &#128557;",bullying
RT @bakedalaska: bitch took flight &#128557; http://t.co/WxgTxA7SYA,bullying
RT @bakedbeansbro: Throw me in trash http://t.co/GvGMJJ6vYi,nonbullying
RT @bakedbrotatoes: *spits out animal cracker*This doesn't even taste like hippo.,nonbullying
RT @ballerlifee: I took the hoe to burger king&#128514;&#128514;&#9995;&#9995;,bullying
RT @balvarezzzz: &#8220;@3phonekibagami: @balvarezzzz why you hurt my feelings&#8221; Jk 3phone you pull all the hoes wit the nice weaves,bullying
RT @bankheist: it's always anime faggots that got some shit to say lmao you in love with some damn cartoons lol fuckin nerds,bullying
RT @bankheist: you're a retard @ShawnaCarr99,bullying
RT @bansky: LeBron doesn't turn 30 til december. he made 5 trips faster than kobe shaq mike or bird. he'll be back yal act like hes retirin&#8230;,nonbullying
"RT @basedamERICan: ""Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's room"" http://t.co/OAl9WlJMgE",bullying
"RT @basedamERICan: ""Ayo take this pic for me fam""""You think the bitches gon fuck with this pic?"" http://t.co/n4BzYk1DH4",bullying
RT @basedamERICan: This burger 3 days old but I eat 19 yr old pussy so I should be fine right ? http://t.co/iHVxyab2vN,bullying
RT @basedamERICan: When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree... http://t.co/YRpGM7JC1s,bullying
"RT @baskgod: Main bitches saying ""I hate a 'send me a pic' ass nigga"" be answering every single one of DJ Rice-a-Roni's request",bullying
RT @bayleebork: @rahshauna keep your avi hoe,bullying
RT @bayleigh_16: How you fuck for cash but you not a hoe?,bullying
RT @bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed,bullying
RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.,bullying
RT @bclaymoore: Dude does his girlfriend's mom trashes her wedding. Mopes to folk rock. #explainafilmplotbadly,bullying
RT @bdha: http://t.co/zPrnmY7kQR What a shit heel.,bullying
"RT @beauty_briii: One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",nonbullying
RT @bebalizz123: Bagging thot bitches &amp; giving 'em head? Ew nigga you nasty &amp; you're better off dead.,bullying
RT @bebalizz123: I got all these hoes starin when I walk thru,bullying
RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,bullying
RT @bella_chuchi: You hoes ain't got no manners.,bullying
RT @belong: my self esteem has two levels:&#8226; i'm a worthless piece of shit who deserves no love &#8226; bow down before me bitches i am you&#8230;,bullying
RT @bender3395: I'm never playing flappy bird again ever fuck that game &#128581;,bullying
"RT @benjibrown1: A nigga can like ONE pic &amp; u bitches: ""S/O to _____ showing LOVE"".... Bitch kill yoself",bullying
RT @benjibrown1: U hoes are super basic that give S/Os to ppl liking yall IG pics..,bullying
RT @benjibrown1: U lookin for a boss? Go get a job bitch,bullying
RT @berryDAbody: Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,bullying
RT @berto__9: Them trick niggas splurge on the pussy yoYou give me one day I'll purge on that pussy yoooo,bullying
RT @best_seth14: Now the title bitch doesn't apply to all women but all women have a lil bitch in em,bullying
RT @bethanylynn__: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a probl&#8230;,bullying
"RT @beyoncesGEDtest: The ""his momma dead. bitch really think i can't connect my own lucky number"" face http://t.co/LFu19F4ovK",bullying
RT @big_business_: RT @OGFlash MY CHEST RT @PacmanJonez: Kobe getting docked 100K for calling Ref a faggot RT @iCelestial: What do y'all co&#8230;,bullying
RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,nonbullying
RT @bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,bullying
RT @bigshaadswerver: Yo this freezing cold shit so Lel n for the birds it crazy,bullying
RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy,bullying
RT @bijoudulcet: Y'all some bitches @nbc,bullying
RT @billmanoussakis: Damn I fuck bitches I guess,bullying
RT @billmanoussakis: Sinclair hoes don't care how fat they are. They all still wear yoga pants and belly shirts....,bullying
RT @binniemouse: @WhatsAshirt lmao i have morals negro. unlike you,bullying
RT @bitchEATme_: Like damn bitch yeah ...its me http://t.co/xirt5pqHBX,bullying
RT @bitchdicknigga: @Tronkitty bet nigger I'm waiting for the car keys,bullying
RT @bitchniggabob: If she called me ugly and started pushin me around. I'd run like a mother fucking pussy screaming for my mom to help htt&#8230;,bullying
RT @bitterarab: Now that Halloween is fast approaching please understand this. We are a culture not a costume to mock and ridicule! http:/&#8230;,nonbullying
RT @bjs5555: ELECT Democratic Nominee Amos Powers @Powers2014 2 #Congress #TN6 DEFEAT TEA Diane Black #Red2Blue #TNTweeters #CIR http://t.c&#8230;,nonbullying
RT @bjs5555: ELECT Democratic Nominee Charlie Brown @Govcharliebrown for #Gov of #TN DEFEAT (R) Gov. Bill Haslam! @UniteBlueTN http://t.co/&#8230;,nonbullying
RT @bjs5555: ELECT Democratic Nominee Charlie Hardy @runwithcharlie to U.S. Senate. #WY Defeat TEA Mike Enzi. #TNTweeters #CIR http://t.co&#8230;,nonbullying
RT @bl0ndeB1tch_: Love really is blind stupid cunt of a feeling.,bullying
RT @black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,bullying
RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,bullying
RT @blangblangsich: What an inconsiderate bitch,bullying
RT @blessedarti: Y'all claim you want a good &amp; loyal girl but keep messing with hoes like I'm confused,bullying
RT @blogredmachine: I wonder if those fans in LA feel like Charlie Brown after Lucy pulls the ball away... #JoeyVotto,nonbullying
RT @bniceloco: Charlie Sheen is the realest nigga alive http://t.co/pk0nEjIOVh,bullying
RT @boburnham: In the future gay culture will be considered cool by America's teens and instead of wiggers there will be straggots.,bullying
RT @bodmonting: Instead of worry bout who that bitch fucking why don't you get you some money,bullying
RT @bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;,bullying
RT @boominator: &#8220;@CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates http://t.co/r8fjtCsJ5O http://t&#8230;,nonbullying
RT @boss_sant: I don't like bitch niggaz and they don't like me &#128175; #Boss up,bullying
RT @boss_sant: I would never trip over a bitch that aint mine &#128514;&#128514; niggas clowns man,bullying
RT @boujjhetto: When an irrelevant bitch dislikes u for no reason &#128133; http://t.co/sM1rsmOLEZ,bullying
RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch,bullying
RT @breebree1731: What a bitch.,bullying
"RT @breely216: The recommended serving size for brownies is ""all of them.""",nonbullying
RT @brendacoyt_3: @Tonymartinezz15 &#128514;&#128514;&#128514;&#128514;&#128690; rolling deep af &#128072; I even got bitches running after me &#128690;&#128111;&#128514;&#128514;&#128514;&#128514;&#128557;,bullying
RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,bullying
RT @brianduroha1: Bitches ain't shit hoes ain't neither,bullying
RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,nonbullying
RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me this is scien&#8230;,bullying
RT @britnigiles_: don't mention a bitch from your past to me. first of all i don't give a fuck. second of all i don't care. and third i &#8230;,bullying
RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;,bullying
RT @brookebrooklyn_: Spineless bitches in backless dressess,bullying
RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards our pussy bomb nigga!,bullying
RT @brownandspicey: &#8220;@KB_Three: Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/0qc5Mz3pDL&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;,bullying
"RT @bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F",bullying
RT @bryannaaaaaa_: I'll naturally slap the shit outa oomf that bitch talk to much.,bullying
RT @bspence5: @Morning_Joe #msnbc new census questions=tempest in teapot ACA stays costs down 7.5mil+getting covered is a success story to &#8230;,nonbullying
RT @bubble_wrapMe: These hoes ain loyal,bullying
RT @buckupside: What kind of world do we live in where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;,bullying
"RT @bugattibeez: ""Nicki Minaj ass so fake."" -a bitch walking around w/ weave",bullying
RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;,bullying
RT @bugattibeez: to u bitches who have upside down default pictures die. nobody has time to flip they phone around to see if u even uglier&#8230;,bullying
RT @bunnyasmin1125: I Still Be Craving An Oreo McFlurry b;,nonbullying
RT @burnett_dainah: California Chrome bitches!!!!!!!!,bullying
RT @burnthewitchxo: I probably am mentally retarded,bullying
"RT @butter_obama: I love when @NICKIMINAJ say ""bitch I'm me"" &#128588;",bullying
RT @bye_bye_byrdy: Weed ain't a drug! Its a fucking herb bitch!,bullying
RT @cIavdia: wow well aren't you just a fucking cunt :),bullying
"RT @callmekennn_: im not finna beg a nigga to fwm nor will I beg a bitch to be my ""friend"" &#128514; fuck y'all thought?",bullying
RT @calvin2000: Really? This is what's concerning him right now? MT @katiecouric: Looking forwd to speaking with John Kerry tomorrow AM abo&#8230;,nonbullying
RT @cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;,bullying
RT @camilleftansel: i've read the hunger games 12 times i am trash,nonbullying
RT @camxo__: &#8220;@Rosaalbae: Playstation is trash. Xbox is better&#8221; ya titties trash,bullying
RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV,bullying
RT @captaincoximus: I'm like the bat signal but for crazy bitches,bullying
RT @carcarroni: @UglyAssDerrick my sincerest apologies my main bitch chocolate dipped cinnamon apple,bullying
RT @carharttdarlin: Trying to download iOS 8 but my phones a bitch,bullying
RT @carrielusch: You might be a liberal if you continue to trash America claiming how horrible and evil it is yet you refuse to leave,nonbullying
"RT @carterazoo: My nephew on Adam Rose: ""I bet he ain't got no hoes though.""",bullying
RT @carterreynolds: Austin Mahone is making bitches horny right now...,bullying
RT @caseoftheKink: Some men say they&#8217;re afraid of having daughters bc they don&#8217;t want them to turn into &#8220;hoes&#8221; or w/e.,bullying
RT @caseykim12: Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK. @piersmorgan,nonbullying
